,Word,POS
1163,pegang,NN
1164,hidup,NN
1165,sekal,FW
1166,uad,FW
1167,ipd,FW
1168,futsal,NN
1169,fun,VB
1170,salam,NN
1171,olahraga,NN
1172,mahasiswa,NN
1173,mpai,VB
1174,uad,FW
1175,special,FW
1176,region,FW
1177,of,FW
1178,yogyakarta,CC
1179,selamat,NN
1180,tanding,NN
1181,tim,NN
1182,mpai,VB
1183,uad,NNP
1184,enak,NN
1185,ya,NN
1186,uad,NN
1187,libur,VB
1188,umrah,NN
1189,tgl,NN
1190,udh,NN
1191,masuk,VB
1192,wkwkwk,NN
1193,dih,NN
1194,mahal,JJ
1195,gitu,SC
1196,rb,VB
1197,ya,NN
1198,kasi,NN
1199,dikmas,NN
1200,kompol,NN
1201,umi,NN
1202,s,FW
1203,sos,FW
1204,ip,FW
1205,kanit,FW
1206,sarang,FW
1207,akp,FW
1208,slamet,FW
1209,anggota,NN
1210,subdit,NN
1211,dikyasa,NN
1212,ditlantas,NN
1213,polda,VB
1214,diy,FW
1215,laksana,NN
1216,giat,NN
1217,sosialisasi,NN
1218,millennial,FW
1219,road,FW
1220,safety,FW
1221,festival,FW
1222,dialog,NN
1223,interaktif,JJ
1224,etika,SC
1225,berlalulintas,NN
1226,universitas,NN
1227,ahmad,NN
1228,dahlan,NN
1229,subditdikyasa,NN
1230,uad,NNP
1231,prodi,NN
1232,magister,NN
1233,manajemen,NN
1234,uad,FW
1235,mjd,FW
1236,tema,FW
1237,bincangsiang,FW
1238,mbs,FW
1239,fm,FW
1240,uad,FW
1241,yogyakarta,FW
1242,uad,FW
1243,rabu,FW
1244,jan,FW
1245,pk,FW
1246,streaming,FW
1247,uad,FW
1248,ngaji,VB
1249,uad,NN
1250,yogya,NN
1251,minggir,NN
1252,keluarga,NN
1253,pascasarjana,NN
1254,uad,FW
1255,futsal,FW
1256,fun,FW
1257,special,FW
1258,region,FW
1259,of,FW
1260,yogyakarta,CC
1261,repost,FW
1262,pascasarjanauad,FW
1263,get,FW
1264,repost,FW
1265,direktur,NN
1266,program,NN
1267,pascasarjana,NN
1268,uad,FW
1269,prof,FW
1270,dr,FW
1271,achmad,FW
1272,mursyid,FW
1273,sc,FW
1274,apt,FW
1275,buka,VB
1276,acara,NN
1277,lomba,NN
1278,futsal,NN
1279,rangka,NN
1280,milad,NN
1281,program,NN
1282,daftar,NN
1283,buka,VB
1284,monggo,NN
1285,minat,NN
1286,pai,VB
1287,uad,FW
1288,mpaiuad,FW
1289,daftar,NN
1290,buka,VB
1291,monggo,NN
1292,daftar,NN
1293,pai,VB
1294,uad,FW
1295,mpaiuad,FW
1296,special,FW
1297,region,FW
1298,of,FW
1299,yogyakarta,CC
1300,repost,FW
1301,mpfis,FW
1302,uad,FW
1303,get,FW
1304,repost,FW
1305,beasiswa,NN
1306,program,NN
1307,pascasarjana,NN
1308,universitas,NN
1309,ahmad,NN
1310,dahlan,NN
1311,semester,NN
1312,genap,FW
