,Word,Weight,POS
0,salah,72.54762005934074,JJ
1,kaya,56.00762663421013,JJ
2,selamat,50.99953121593071,JJ
3,kenal,40.153438398830765,JJ
4,pacar,34.92507846726837,JJ
5,murah,34.85256896773856,JJ
6,tampil,27.012816541809123,JJ
7,kuat,25.79660280147648,JJ
8,alas,23.045015422566518,JJ
9,sehat,20.889205073141433,JJ
10,gejayanmemanggil,20.065031217673607,JJ
11,gagal,19.77774030405176,JJ
12,serius,19.65881223582599,JJ
13,nasional,19.42287584988377,JJ
14,keras,17.458487527898118,JJ
15,lancar,17.0062101708355,JJ
16,asli,16.52151021953589,JJ
17,mantan,16.454707165229014,JJ
18,damai,16.199592607120486,JJ
19,berani,14.48028357189028,JJ
20,muda,14.436669126397652,JJ
21,ppsmb,14.298587672452099,JJ
22,takut,14.139634229901096,JJ
23,jakal,13.900955479081965,JJ
24,utama,13.434712913883354,JJ
25,seksual,13.41593827464038,JJ
26,sosial,13.238264158101737,JJ
27,gratis,13.153353509389952,JJ
28,modern,13.133532620025944,JJ
29,top,12.486172182698313,JJ
30,khusus,12.476215633731426,JJ
31,swasta,12.19377968067672,JJ
32,sesuai,12.016723885389577,JJ
33,ketat,11.74723189958089,JJ
34,mahal,11.585325513057349,JJ
35,aman,11.509668383899939,JJ
36,penuh,11.023864980210734,JJ
37,gama,10.507689051632072,JJ
38,aneh,10.424637870116364,JJ
39,panas,10.326018293392409,JJ
40,mudah,10.323474221825876,JJ
41,merah,10.253392237744043,JJ
42,aktif,10.156420054757492,JJ
43,kritis,10.143561048103559,JJ
44,aceh,10.054865895440281,JJ
45,internasional,9.927184271386036,JJ
46,milenial,9.556771322805313,JJ
47,adil,9.48958462755672,JJ
48,luas,9.350875497168996,JJ
49,rendah,9.15097459620381,JJ
50,yg,342.24092314469084,NN
51,ketua,271.2134227798089,NN
52,ya,260.0535124532734,NN
53,anak,224.88767752828196,NN
54,aja,210.82757794340318,NN
55,ga,198.00135277067065,NN
56,mahasiswa,186.8200492926514,NN
57,itb,165.35915079628674,NN
58,kuliah,155.95211821042548,NN
59,nya,151.65755043971362,NN
60,jogja,132.28273450030645,NN
61,gak,129.23841515203455,NN
62,kampus,121.98498007314524,NN
63,sih,120.18795815214675,NN
64,si,100.33663634016365,NN
65,orang,99.07862674062768,NN
66,yogyakarta,97.2202650350337,NN
67,universitas,94.84992929121891,NN
68,fakultas,93.89177239956209,NN
69,fathur,89.98509350679703,NN
70,presiden,89.1761004411054,NN
71,indonesia,87.2049019953492,NN
72,bgt,83.69087056333281,NN
73,nyata,82.87744933804815,NN
74,presma,81.32445987205654,NN
75,tp,80.78414737831388,NN
76,pas,76.73829952932206,NN
77,nih,75.20219685075396,NN
78,aamiin,74.61865750875776,NN
79,dosen,66.5468076088271,NN
80,emang,65.48333415940027,NN
81,liat,65.37317852037152,NN
82,nama,62.435177320003405,NN
83,jalan,61.316150872310835,NN
84,psikologi,60.734501658583596,NN
85,iya,60.281878563168,NN
86,aksi,58.167874624732626,NN
87,temen,58.05948083580986,NN
88,daerah,56.14639246270318,NN
89,teknik,55.83601729546046,NN
90,lu,55.798395587568265,NN
91,kerja,54.286461518217244,NN
92,semangat,52.60954609243478,NN
93,hi,52.0734573365045,NN
94,kek,51.94159009702579,NN
95,dah,51.56978955652437,NN
96,eh,51.12118962479769,NN
97,jurus,50.79465663941993,NN
98,ku,50.473059758282915,NN
99,maba,49.82635673911725,NN
100,mas,197.11500975091062,VB
101,masuk,189.84336801409097,VB
102,terima,113.11160159967405,VB
103,kak,73.66098690657203,VB
104,alumni,67.28311636462855,VB
105,ajar,59.1082381696127,VB
106,ketemu,55.02706571522095,VB
107,tolak,53.8646614495477,VB
108,suka,50.415620367334405,VB
109,coba,46.385310442604414,VB
110,mbak,45.86691532585906,VB
111,kakak,44.911978543501476,VB
112,andong,43.959855465311854,VB
113,buka,42.361423144901046,VB
114,fisipol,41.29233934928874,VB
115,dukung,40.97868713379601,VB
116,bangun,39.230376414770376,VB
117,lihat,37.73226646451133,VB
118,beda,37.13563512878088,VB
119,cari,34.220413468091216,VB
120,temu,33.93730500053718,VB
121,tunggu,32.60659312421322,VB
122,makan,30.56727192665788,VB
123,hati,30.259045430076654,VB
124,beli,29.70537095305637,VB
125,tinggal,28.342927151837344,VB
126,ngomong,27.316894112105086,VB
127,grabandong,27.29510223652285,VB
128,pikir,26.58814857979119,VB
129,perhati,26.540281711844592,VB
130,hadir,26.108816220957276,VB
131,ri,25.602668206140176,VB
132,tolong,24.95990825326675,VB
133,bahas,24.50990742293278,VB
134,turun,24.138141130810265,VB
135,tuju,23.90669936482866,VB
136,butuh,23.33004876685071,VB
137,harap,22.26167105424198,VB
138,jatuh,21.618986602281613,VB
139,periksa,20.273136891232024,VB
140,bawa,20.21088677225652,VB
141,kena,20.12133225233048,VB
142,yuriadi,19.969504606851583,VB
143,nolak,19.42698559283111,VB
144,lembah,19.26495956497636,VB
145,bingung,19.16409999309881,VB
146,iki,19.110381021525537,VB
147,tani,18.770905448855487,VB
148,mandiri,18.55119738739794,VB
149,ubah,18.311627030278324,VB
