,Word,Weight,POS
0,jakal,20.196543529258314,JJ
1,mas,17.106798322147775,JJ
2,eh,16.269910757158215,JJ
3,salah,10.512564519909695,JJ
4,selamat,8.685937958376968,JJ
5,nyata,8.505489215698923,JJ
6,kaya,8.371769282137826,JJ
7,habis,7.781244934421364,JJ
8,tuh,7.427762141492669,JJ
9,bro,6.002381649304429,JJ
10,mahal,5.554783370531956,JJ
11,takut,5.476229122677909,JJ
12,cantik,5.016883653809038,JJ
13,susah,4.380760909267167,JJ
14,panas,4.329276129613101,JJ
15,berat,3.9871582206332707,JJ
16,swasta,3.9378837613253865,JJ
17,keras,3.7822816952743916,JJ
18,kenal,3.7261521315770154,JJ
19,mudah,3.5139243396640585,JJ
20,kuat,3.3476522956546617,JJ
21,penuh,3.1953841858161685,JJ
22,nasional,3.0958693739296326,JJ
23,hahah,2.9372351124216873,JJ
24,murah,2.8820581982041436,JJ
25,sipil,2.85820682129296,JJ
26,serius,2.616984522531339,JJ
27,luas,2.534329322263058,JJ
28,kkkkkkkk,2.4969582641624877,JJ
29,tua,2.4521104944068117,JJ
30,utama,2.438975628206117,JJ
31,ramai,2.3149737142398004,JJ
32,mantan,2.296245243940843,JJ
33,wkwkwkwk,2.292284516127389,JJ
34,cepat,2.2569453741855567,JJ
35,bersih,2.175547980382889,JJ
36,resmi,2.08912042887131,JJ
37,gratis,2.041397129928349,JJ
38,gagal,2.0313094123937137,JJ
39,masak,1.93824875977209,JJ
40,sepupu,1.9334916317883266,JJ
41,ngko,1.930837408605678,JJ
42,khusus,1.9038265325735155,JJ
43,spesial,1.766608967944873,JJ
44,internasional,1.6701306405113878,JJ
45,bonus,1.6426883128616203,JJ
46,strategis,1.5649627728955746,JJ
47,sukses,1.5267275034035848,JJ
48,kirain,1.503640448008018,JJ
49,bebas,1.466491474981182,JJ
50,ni,58.87129015965399,NN
51,ui,49.24899520216953,NN
52,yg,45.48535214846801,NN
53,ya,36.79032509800474,NN
54,tu,35.881505229763405,NN
55,nak,32.296569350929936,NN
56,anak,32.02805618478303,NN
57,uiii,25.06031850945179,NN
58,ga,24.708731915323714,NN
59,dah,23.327223750225038,NN
60,kampus,22.544784819021643,NN
61,allah,22.422258457520762,NN
62,wkwk,21.28734544989953,NN
63,kalo,21.219686085337315,NN
64,mahasiswa,21.128376968149162,NN
65,kuliah,19.330540376382608,NN
66,aja,19.326852988451186,NN
67,nya,19.234628287949036,NN
68,la,18.79907541041225,NN
69,bb,18.358175811356055,NN
70,ligamahasiswa,17.36433167573329,NN
71,jogja,17.253769842066582,NN
72,kerja,16.015476045804256,NN
73,meridhoi,15.9015777268279,NN
74,si,15.821242323423883,NN
75,kau,15.558321200887418,NN
76,court,15.33881009914698,NN
77,hukum,15.276764235544716,NN
78,fh,14.993334397069678,NN
79,hahaha,14.858682059937902,NN
80,mahfud,13.409399884482838,NN
81,wisuda,13.04940931287757,NN
82,indonesia,12.952241126600365,NN
83,universitas,12.924750987225437,NN
84,prof,12.666100759973958,NN
85,orang,12.328063795606322,NN
86,islam,12.124589226746462,NN
87,menteri,12.009379105601585,NN
88,tau,11.76014510665502,NN
89,pas,11.690126355288367,NN
90,uwu,11.655713282337231,NN
91,jam,11.460321210440043,NN
92,kat,10.471856424302922,NN
93,haha,10.467710818535613,NN
94,mcm,10.388180723398122,NN
95,kali,10.133795523182345,NN
96,rektor,10.09796849289858,NN
97,amp,9.787849348945556,NN
98,fakultas,9.668214763644704,NN
99,man,9.650750089167472,NN
100,ah,19.341821882749493,VB
101,alumni,14.235973964298838,VB
102,nih,13.81832320165266,VB
103,masuk,13.391885404530555,VB
104,beli,11.396348275514036,VB
105,merci,11.002892160386466,VB
106,tidur,9.989858869735343,VB
107,cinta,9.79956243471305,VB
108,makan,9.790626018040172,VB
109,buka,8.399811803431632,VB
110,suka,8.066709076828662,VB
111,coba,6.890164481084373,VB
112,beda,6.417437941272807,VB
113,menang,6.3897198712794845,VB
114,jual,6.1057520421512335,VB
115,tinggal,6.070384118726002,VB
116,ketemu,6.025911219285022,VB
117,pakai,5.87287243818869,VB
118,cuti,5.561116998325941,VB
119,tunggu,5.49206027786182,VB
120,mbak,5.431682671226205,VB
121,lepas,5.254707062434863,VB
122,lihat,5.22346384855493,VB
123,ambil,5.127365159680672,VB
124,lupa,5.016055305176613,VB
125,pilih,4.741503140865946,VB
126,cari,4.679429534164215,VB
127,tekan,4.601741858602999,VB
128,unpar,4.531468004480961,VB
129,kahar,4.394060934404026,VB
130,dukung,4.307959781041051,VB
131,bangun,4.150072229649993,VB
132,nda,4.148271057280177,VB
133,kampung,4.046928025423289,VB
134,pulang,4.029593864249659,VB
135,tuju,4.018487898760724,VB
136,cakap,4.009480144266336,VB
137,tengok,3.9610268447903083,VB
138,mahasiswi,3.911932637201599,VB
139,ani,3.8846879733981052,VB
140,unggul,3.879746495744491,VB
141,sbb,3.872097845300756,VB
142,ari,3.759565733829678,VB
143,antuk,3.5982153257378098,VB
144,mesti,3.596977199048839,VB
145,kunjung,3.5866575791946578,VB
146,libur,3.4857522837361916,VB
147,gabung,3.414005276613337,VB
148,ancam,3.3937820555047074,VB
149,turun,3.392411768179176,VB
