,Word,POS
1049,mrican,NN
1050,tukokno,FW
1051,lus,FW
1052,duite,FW
1053,entek,FW
1054,nggo,FW
1055,nyumbang,NN
1056,uii,VB
1057,nunggu,VB
1058,joget,NN
1059,uii,VB
1060,lambat,JJ
1061,habis,VB
1062,uii,VB
1063,uii,VB
1064,earthhour,NN
1065,jakal,JJ
1066,gelap,VB
1067,yaa,NN
1068,uii,VB
1069,bagik,NN
1070,lang,NN
1071,suna,SC
1072,anak,NN
1073,uii,NN
1074,jakal,FW
1075,circle,FW
1076,is,FW
1077,the,FW
1078,best,FW
1079,uii,VB
1080,short,FW
1081,hair,FW
1082,na,FW
1083,ka,FW
1084,marnskie,FW
1085,adaa,NN
1086,kuliah,NN
1087,uii,NN
1088,gaa,NN
1089,cuti,VB
1090,dh,NN
1091,zulmuqri,NN
1092,uii,NN
1093,amboi,NN
1094,yan,NN
1095,lgi,NN
1096,mall,FW
1097,eh,FW
1098,paper,FW
1099,haha,NN
1100,sakit,CD
1101,badan,NN
1102,uii,VB
1103,temen,NN
1104,mu,NN
1105,uii,VB
1106,kah,RP
1107,ach,MD
1108,uii,VB
1109,tgga,IN
1110,ko,NN
1111,lok,VB
1112,kaya,JJ
1113,uii,VB
1114,deh,FW
1115,td,FW
1116,liat,NN
1117,postingannya,RB
1118,fajar,VB
1119,wkwk,NN
1120,iz,NN
1121,uii,NN
1122,hukum,NN
1123,turnamen,NN
1124,stta,NN
1125,uii,VB
1126,menda,NN
1127,esok,NN
1128,test,FW
1129,study,FW
1130,pagi,NN
1131,esok,NN
1132,kot,VB
1133,uii,VB
1134,thankyou,NN
1135,pasang,NN
1136,bahagia,NN
1137,apelin,NN
1138,malam,NN
1139,minggu,NN
1140,allah,NN
1141,senang,NN
1142,hamba,NN
1143,malam,NN
1144,minggu,NN
1145,kaji,NN
1146,allah,NN
1147,akbar,NN
1148,masjidulilalbab,SC
1149,uii,VB
1150,dr,NN
1151,uii,NN
1152,gentan,NN
1153,candi,NN
1154,gebang,NN
1155,uii,NN
1156,ekonomi,NN
1157,tur,NN
1158,babarsari,NN
1159,nologaten,NN
1160,janti,NN
1161,gowok,NN
1162,hih,NN
1163,macet,JJ
1164,testimoni,NN
1165,msk,NN
1166,uii,NN
1167,ya,NN
1168,mas,JJ
1169,bimbing,NN
1170,dokter,NN
1171,uii,NN
1172,yogyakarta,NN
1173,program,NN
1174,jamin,NN
1175,indonesia,NN
1176,college,FW
1177,start,FW
1178,apr,FW
1179,mei,FW
1180,jun,FW
1181,jun,FW
1182,jul,FW
1183,lulus,NN
1184,uii,NN
1185,harap,VB
1186,asah,VB
1187,ayo,NN
1188,bad,NN
1189,besok,NN
1190,tunggu,VB
1191,kom,NN
1192,ya,NN
1193,jam,NN
1194,hmifhuii,NN
1195,sebaddidesamitra,NN
1196,dakwahkolektif,JJ
1197,panjangumurpengabdian,NN
1198,yakusa,NN
1199,dah,NN
1200,nama,NN
1201,remake,NN
1202,uii,VB
1203,oh,MD
1204,uii,VB
1205,yg,NN
1206,dijakarta,NN
1207,tu,NN
