,Word,POS
1212,time,FW
1213,to,FW
1214,buy,FW
1215,worth,FW
1216,of,FW
1217,merch,FW
1218,and,FW
1219,meet,FW
1220,plus,FW
1221,in,FW
1222,us,FW
1223,queens,FW
1224,behind,FW
1225,walls,FW
1226,so,FW
1227,cant,FW
1228,even,FW
1229,wave,FW
1230,hi,FW
1231,tampil,JJ
1232,dosen,CD
1233,fakultas,NN
1234,teologi,NN
1235,natal,FW
1236,kampus,FW
1237,ukdw,FW
1238,full,FW
1239,version,FW
1240,youtube,FW
1241,sabda,VB
1242,ukdw,FW
1243,profile,FW
1244,youtube,FW
1245,sabda,VB
1246,tampil,JJ
1247,dosen,CD
1248,fakultas,NN
1249,teologi,NN
1250,natal,FW
1251,kampus,FW
1252,ukdw,FW
1253,full,FW
1254,version,FW
1255,youtube,FW
1256,sabda,VB
1257,enak,NN
1258,btw,FW
1259,nasgor,FW
1260,babi,FW
1261,ukdw,FW
1262,anak,NN
1263,ugm,FW
1264,mbak,FW
1265,ukdw,FW
1266,sate,FW
1267,ukdw,FW
1268,boljug,FW
1269,cuy,FW
1270,ukdw,FW
1271,profile,FW
1272,youtube,FW
1273,sabda,VB
1274,makan,VB
1275,opor,NN
1276,ayam,NN
1277,balamuda,NN
1278,liat,NN
1279,opor,NN
1280,ayam,NN
1281,cobain,IN
1282,aja,NN
1283,opor,NN
1284,ayam,NN
1285,ukdw,NN
1286,nama,NN
1287,beken,NN
1288,gin,NN
1289,udah,JJ
1290,ngebuktiin,NN
1291,kalo,NN
1292,enak,NN
1293,no,NN
1294,kecewa,NN
1295,klub,NN
1296,via,NN
1297,santapmantap,RB
1298,jogjapagi,JJ
1299,ukdw,FW
1300,mas,FW
1301,situ,FW
1302,ne,FW
1303,yg,FW
1304,enak,FW
1305,tp,FW
1306,real,FW
1307,nya,FW
1308,ga,FW
1309,tau,FW
1310,aqutuw,FW
1311,uii,VB
1312,umy,FW
1313,ukdw,FW
1314,uad,FW
1315,akbar,NN
1316,nek,NN
1317,ngarep,FW
1318,ukdw,FW
1319,kae,FW
1320,ngambu,FW
1321,sate,FW
1322,babi,VB
1323,dosa,NN
1324,nggak,RB
1325,bayang,VB
1326,betapa,SC
1327,ribut,VB
1328,jalan,NN
1329,jalan,NN
1330,deket,FW
1331,ukdw,FW
1332,bau,FW
1333,khas,FW
1334,rica,FW
1335,dsb,FW
1336,wkwkw,FW
1337,yak,NN
1338,kampus,NN
1339,ukdw,NN
1340,jogja,NN
1341,dagang,NN
1342,ustadz,NN
1343,perihal,NN
1344,bau,NN
1345,bakar,NN
1346,petang,NN
1347,rutin,NN
1348,pulang,VB
1349,konsumsi,NN
1350,haram,NN
1351,mas,JJ
1352,parah,NN
1353,ver,NN
1354,bau,NN
1355,babi,VB
1356,kayak,CD
1357,bangkai,NN
1358,kalo,NN
1359,tau,NN
1360,jogja,NN
1361,tuh,VB
1362,parit,NN
1363,deket,FW
1364,ukdw,FW
1365,ukdw,FW
1366,ukdw,NN
1367,neng,NN
1368,aja,NN
1369,gitu,SC
1370,nyium,NN
1371,aroma,NN
1372,sate,FW
1373,babi,FW
1374,yg,FW
1375,jual,VB
1376,pinggir,NN
1377,jalan,NN
1378,bonceng,NN
1379,motor,NN
1380,bareng,NN
1381,temen,NN
1382,suruh,NN
1383,aja,NN
1384,nyium,NN
1385,gas,NN
1386,pelan,NN
1387,motor,NN
1388,ukdw,FW
1389,profile,FW
1390,youtube,FW
1391,sabda,VB
1392,yop,FW
1393,engga,FW
1394,ukdw,FW
1395,warung,VB
1396,rumah,NN
1397,makan,VB
1398,eco,NN
1399,kalo,NN
1400,ga,NN
1401,salah,JJ
1402,murah,JJ
1403,kampus,FW
1404,ukdw,FW
1405,kalo,FW
1406,yg,FW
1407,jago,FW
1408,ayam,FW
1409,krispy,FW
1410,telur,FW
1411,sambel,FW
1412,sm,FW
1413,jus,FW
1414,sirsak,FW
1415,habisin,FW
1416,ga,FW
1417,rp,FW
1418,siang,NN
1419,kota,NN
1420,istimewa,NN
1421,makan,VB
1422,siang,NN
1423,kota,NN
1424,yogyakarta,NN
1425,tamu,NN
1426,rangka,NN
1427,giat,NN
1428,study,FW
1429,lapang,NN
1430,mahasiswa,NN
1431,ukdw,NN
1432,yogyakarta,NN
1433,muja,NN
1434,muju,VB
1435,giat,NN
1436,mb,NN
1437,semangaat,NN
1438,tau,NN
1439,lari,VB
1440,muterin,NN
1441,ukdw,NN
1442,lantai,NN
1443,sampe,NN
1444,lantai,NN
1445,aja,NN
1446,kek,NN
1447,gitu,SC
1448,aja,NN
1449,gabisa,NN
1450,daftar,NN
1451,pena,SC
1452,besok,NN
1453,mbak,VB
1454,eva,NN
1455,pilot,NN
1456,hitam,JJ
1457,mbak,VB
1458,rahma,NN
1459,faber,FW
1460,castell,FW
1461,mas,FW
1462,hendi,FW
1463,ono,FW
1464,tulisane,FW
1465,ukdw,FW
1466,kcc,FW
1467,sejong,FW
1468,korean,FW
1469,center,FW
1470,ukdw,FW
1471,buka,VB
1472,kursus,NN
1473,bahasa,NN
1474,korea,NN
1475,topik,NN
1476,eps,NN
1477,topik,NN
1478,kantor,NN
1479,bisnis,NN
1480,tampil,JJ
1481,dosen,CD
1482,fakultas,NN
1483,teologi,NN
1484,natal,FW
1485,kampus,FW
1486,ukdw,FW
1487,full,FW
1488,version,FW
1489,youtube,FW
1490,sabda,VB
1491,ukdw,NN
1492,kembang,NN
1493,sekolah,NN
1494,bas,NN
1495,riset,NN
1496,program,NN
1497,mitra,NN
1498,wujud,FW
1499,penye,FW
1500,ukdw,NN
1501,kembang,NN
1502,sekolah,NN
1503,bas,NN
1504,riset,NN
1505,gw,FW
1506,ipa,FW
1507,fk,FW
1508,ukdw,FW
1509,ukdw,FW
1510,enakk,FW
1511,nemu,VB
1512,mbak,VB
1513,mbak,VB
1514,matik,NN
1515,ukdw,FW
1516,video,FW
1517,call,FW
1518,temennya,FW
1519,hape,FW
1520,taruh,FW
1521,spion,FW
1522,belah,NN
1523,kiri,NN
